29,31,32,6,23,16,14,19,24,27,35,33,21,37,28,16,38,13,20,16,29,33,17,16,3,38,27,13,14,34,27,33,
29,30,7,26,17,14,21,31,27,18,23,13,35,0,25,6,17,11,26,17,27,34,25,36,20,17,33,30,29,30,17,35,
24,9,21,43,6,26,19,17,25,19,30,24,22,13,17,14,24,10,16,25,0,26,22,29,24,34,17,30,30,28,15,35,
21,24,34,30,0,40,14,24,28,36,27,17,14,7,27,21,24,27,42,30,37,20,28,21,23,7,17,27,19,17,14,28,
26,17,20,27,21,16,25,22,25,22,31,19,17,19,19,27,17,45,33,22,20,9,42,47,10,17,20,38,32,20,25,31,
28,22,20,23,6,34,34,28,24,14,34,11,3,31,38,11,31,13,37,14,34,24,29,29,20,23,31,34,
14,17,41,17,10,24,30,28,13,54,3,23,3,27,22,33,19,28,3,31,3,38,30,18,13,10,
24,21,19,13,11,26,33,22,15,10,38,6,38,22,28,31,31,34,21,24,7,31,10,17,27,30,20,16,17,20,
30,45,31,34,18,6,35,16,30,16,6,9,9,17,27,25,16,17,27,24,7,13,31,17,22,16,21,29,
10,16,3,43,17,23,7,45,45,17,16,16,21,23,19,29,34,10,27,20,24,13,0,17,41,14,10,25,
19,0,41,15,27,21,16,13,10,13,30,10,31,34,24,17,29,34,22,7,32,13,9,19,23,13,37,41,10,30,
16,14,36,33,31,6,10,35,21,14,38,31,21,14,10,33,13,36,7,13,13,22,28,30,26,34,10,16,13,17,
21,17,30,11,33,22,35,22,27,29,31,0,9,20,33,18,17,15,7,37,19,20,23,28,9,16,14,10,
28,36,23,21,22,18,33,13,9,42,30,9,0,20,21,14,10,38,21,37,26,23,27,33,30,39,30,23,
34,28,17,27,14,31,12,30,30,16,18,31,21,6,13,19,15,10,13,31,31,30,9,0,16,14,17,9,17,27,10,20,
17,20,22,24,20,16,16,20,32,6,21,41,29,35,30,23,33,21,15,26,10,28,25,24,10,36,13,17,14,50,14,3,
13,29,3,27,31,34,23,20,10,50,28,24,3,34,20,16,20,13,13,34,7,23,25,22,10,18,29,51,10,37,14,26,
22,24,51,26,16,13,10,21,30,37,28,25,11,26,17,25,16,7,30,20,10,27,24,21,17,41,38,24,27,24,32,35